domain,owner,type,certified_date,cert_level,detail_url
quangtrach.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Trạch Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrachquangxuongthanhhoagovvn-1723523887
quangtrung.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Trung Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtrungquangxuongthanhhoagovvn-1723523920
quangtruong.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Trường Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangtruongquangxuongthanhhoagovvn-1723523954
quangvan.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Văn Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangvanquangxuongthanhhoagovvn-1723523985
quangyen.quangxuong.thanhhoa.gov.vn,"UBND xã Quảng Yên Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quangyenquangxuongthanhhoagovvn-1723524020
quocoai-quocoai.thudo.gov.vn,"UBND thị trấn Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quocoai-quocoaithudogovvn-1732084491
quocoai.thudo.gov.vn,"UBND huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/quocoaithudogovvn-1732084413
soctrang.gov.vn,UBND tỉnh Sóc Trăng,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/soctrang.gov.vn
sonda.bavi.hanoi.gov.vn,"UBND Xã Sơn Đà - Huyện Ba Vì, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/sondabavihanoigovvn-1731049086
songoaivu.angiang.gov.vn,Sở Ngoại vụ tỉnh An Giang,Tổ chức nhà nước,13/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/songoaivuangianggovvn-1733889739
standardchartered.com.vn,Ngân hàng TNHH Một thành viên Standard Chartered (Việt Nam),Ngân hàng - Tài chính,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/standardchartered.com.vn
tandan.thixanghison.thanhhoa.gov.vn,"UBND phường Tân Dân Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tandanthixanghisonthanhhoagovvn-1723522581
tanhoa-quocoai.thudo.gov.vn,"UBND xã Tân Hoà, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tanhoa-quocoaithudogovvn-1732084684
tanhong.bavi.hanoi.gov.vn,"UBND  Xã Tản Hồng - Huyện Ba Vì, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tanhongbavihanoigovvn-1731049206
tankhang.nongcong.thanhhoa.gov.vn,"UBND xã Tân Khang Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tankhangnongcongthanhhoagovvn-1723524357
tanphu-quocoai.thudo.gov.vn,"UBND xã Tân Phú, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tanphu-quocoaithudogovvn-1732090878
tanphuc.nongcong.thanhhoa.gov.vn,"UBND xã Tân Phúc Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tanphucnongcongthanhhoagovvn-1723524390
tantho.nongcong.thanhhoa.gov.vn,"UBND xã Tân Thọ Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tanthonongcongthanhhoagovvn-1723524427
tantruong.thixanghison.thanhhoa.gov.vn,"UBND xã Tân Trường Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tantruongthixanghisonthanhhoagovvn-1723522147
taoduongvan-unghoa.thudo.gov.vn,"UBND Xã Tảo Dương Văn, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/taoduongvan-unghoathudogovvn-1734402237
teloi.nongcong.thanhhoa.gov.vn,"UBND xã Tế Lợi Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/teloinongcongthanhhoagovvn-1723531368
tenong.nongcong.thanhhoa.gov.vn,"UBND xã Tế Nông Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tenongnongcongthanhhoagovvn-1723524809
tethang.nongcong.thanhhoa.gov.vn,"UBND xã Tế Thắng Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tethangnongcongthanhhoagovvn-1723524846
thachthan-quocoai.thudo.gov.vn,"UBND xã Thạch Thán, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thachthan-quocoaithudogovvn-1732084758
thangbinh.nongcong.thanhhoa.gov.vn,"UBND xã Thăng Bình Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thangbinhnongcongthanhhoagovvn-1723531643
thanglong.nongcong.thanhhoa.gov.vn,"UBND xã Thăng Long Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thanglongnongcongthanhhoagovvn-1723531577
thangtho.nongcong.thanhhoa.gov.vn,"UBND xã Thăng Thọ Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thangthonongcongthanhhoagovvn-1723531611
thanhlam.bathuoc.thanhhoa.gov.vn,"UBND Xã Thành Lâm, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thanhlambathuocthanhhoagovvn-1724148994
thanhmy.sontay.hanoi.gov.vn,"UBND xã Thanh Mỹ, thị xã Sơn Tây, Hà Nội",Tổ chức nhà nước,27/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thanhmysontayhanoigovvn-1732682579
thanhson.bathuoc.thanhhoa.gov.vn,"UBND Xã Thành Sơn, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thanhsonbathuocthanhhoagovvn-1724149026
thbausen.vungtaubrvt.edu.vn,Trường Tiểu học Bàu Sen,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thbausenvungtaubrvteduvn-1714037205
thbinhminh.vungtaubrvt.edu.vn,Trường Tiểu học Bình Minh,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thbinhminhvungtaubrvteduvn-1714018735
thbuithixuan.vungtaubrvt.edu.vn,Trường Tiểu học Bùi Thị Xuân,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thbuithixuanvungtaubrvteduvn-1714019720
thchilinh.vungtaubrvt.edu.vn,Trường Tiểu học Chí Linh,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thchilinhvungtaubrvteduvn-1714020019
thdoanket.vungtaubrvt.edu.vn,Trường Tiểu học Đoàn Kết,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thdoanketvungtaubrvteduvn-1714036993
thhainam.vungtaubrvt.edu.vn,Trường Tiểu học Hải Nam,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thhainamvungtaubrvteduvn-1714031765
thhalong.vungtaubrvt.edu.vn,Trường Tiểu học Hạ Long,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thhalongvungtaubrvteduvn-1714022356
thhoabinh.vungtaubrvt.edu.vn,Trường Tiểu học Hòa Bình,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thhoabinhvungtaubrvteduvn-1714039025
thietke.bathuoc.thanhhoa.gov.vn,"UBND Xã Thiết Kế, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thietkebathuocthanhhoagovvn-1724148763
thietong.bathuoc.thanhhoa.gov.vn,"UBND Xã Thiết Ống, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thietongbathuocthanhhoagovvn-1724149057
thieukhanh.tpthanhhoa.thanhhoa.gov.vn,"UBND Phường Thiệu Khánh, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thieukhanhtpthanhhoathanhhoagovvn-1727319110
thieuvan.tpthanhhoa.thanhhoa.gov.vn,"UBND Xã Thiệu Vân, Thành phố Thanh Hóa, tỉnh Thanh Hóa",Tổ chức nhà nước,26/09/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thieuvantpthanhhoathanhhoagovvn-1727319153
thitran.nongcong.thanhhoa.gov.vn,"UBND thị trấn Nông Cống Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thitrannongcongthanhhoagovvn-1723532196
thitrancanhnang.bathuoc.thanhhoa.gov.vn,"UBND Thị trấn Cành Nàng, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thitrancanhnangbathuocthanhhoagovvn-1724148731
thitrantanphong.quangxuong.thanhhoa.gov.vn,"UBND Thị trấn Tân Phong Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thitrantanphongquangxuongthanhhoagovvn-1723523001
thitrantraxuan.trabong.quangngai.gov.vn,Uỷ ban nhân dân thị trấn Trà Xuân,Tổ chức nhà nước,07/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thitrantraxuantrabongquangngaigovvn-1730378875
thleloi.vungtaubrvt.edu.vn,Trường Tiểu học Lê Lợi,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thleloivungtaubrvteduvn-1714032893
thlongson1.vungtaubrvt.edu.vn,Trường Tiểu học Long Sơn 1,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thlongson1vungtaubrvteduvn-1714037503
thlongson2.vungtaubrvt.edu.vn,Trường Tiểu học Long Sơn 2,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thlongson2vungtaubrvteduvn-1714037482
thluuchihieu.vungtaubrvt.edu.vn,Trường Tiểu học Lưu Chí Hiếu,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thluuchihieuvungtaubrvteduvn-1714018241
thlytutrong.vungtaubrvt.edu.vn,"Trường Tiểu học Lý Tự trọng, TP. Vũng Tàu, Tỉnh BRVT",Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thlytutrongvungtaubrvteduvn-1728884108
thnguyenbinhkhiem.vungtaubrvt.edu.vn,Trường Tiểu học Nguyễn Bỉnh Khiêm,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thnguyenbinhkhiemvungtaubrvteduvn-1714018554
thnguyenhuucanh.vungtaubrvt.edu.vn,Trường Tiểu học Nguyễn Hữu Cảnh,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thnguyenhuucanhvungtaubrvteduvn-1714037770
thnguyenthaihoc.vungtaubrvt.edu.vn,Trường Tiểu học Nguyễn Thái Học,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thnguyenthaihocvungtaubrvteduvn-1714034420
thnguyenvietxuan.vungtaubrvt.edu.vn,Trường Tiểu học Nguyễn Viết Xuân,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thnguyenvietxuanvungtaubrvteduvn-1714034615
thongkedienbien.gov.vn,Cục Thống kê Điện Biên,Tổ chức nhà nước,11/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thongkedienbiengovvn-1728550340
thongkehd.gov.vn,Cục thống kê tỉnh Hải Dương,Tổ chức nhà nước,07/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thongkehdgovvn-1728268407
thongnhat.yendinh.thanhhoa.gov.vn,"UBND Thị trấn Thống Nhất, Huyện Yên Định, tỉnh Thanh Hóa",Tổ chức nhà nước,25/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thongnhatyendinhthanhhoagovvn-1729824509
thphuocan.vungtaubrvt.edu.vn,Trường Tiểu học Phước An,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thphuocanvungtaubrvteduvn-1714037734
thphuocthang.vungtaubrvt.edu.vn,Trường Tiểu học Phước Thắng,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thphuocthangvungtaubrvteduvn-1714035001
thquangtrung.vungtaubrvt.edu.vn,"Trường Tiểu học Quang Trung, TP Vũng Tàu, tỉnh Bà Rịa - Vũng Tàu",Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thquangtrungvungtaubrvteduvn-1728884660
ththangnhat.vungtaubrvt.edu.vn,Trường Tiểu học Thắng Nhất,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ththangnhatvungtaubrvteduvn-1714036508
ththangnhi.vungtaubrvt.edu.vn,Trường Tiểu học Thắng Nhì,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ththangnhivungtaubrvteduvn-1714035299
ththangtam.vungtaubrvt.edu.vn,Trường Tiểu học Thắng Tam,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ththangtamvungtaubrvteduvn-1714035704
thtrungvuong.vungtaubrvt.edu.vn,"Trường Tiểu học Trưng Vương, Bà Rịa - Vũng Tàu",Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thtrungvuongvungtaubrvteduvn-1714035946
thtruongcongdinh.vungtaubrvt.edu.vn,Trường Tiểu học Trương Công Định,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thtruongcongdinhvungtaubrvteduvn-1714036421
thuathienhue.gov.vn,UBND tỉnh Thừa Thiên Huế,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thuathienhue.gov.vn
thuyxuantien.chuongmy.hanoi.gov.vn,"UBND huyện Chương Mỹ, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thuyxuantienchuongmyhanoigovvn-1730974629
thvonguyengiap.vungtaubrvt.edu.vn,Trường Tiểu học Võ Nguyên Giáp,Tổ chức nhà nước,10/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/thvonguyengiapvungtaubrvteduvn-1714036651
tienphong.bavi.hanoi.gov.vn,"UBND Xã Tiên Phong - Huyện Ba Vì, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tienphongbavihanoigovvn-1731049125
tientrang.quangxuong.thanhhoa.gov.vn,"UBND xã Tiên Trang Huyện Quảng Xương, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tientrangquangxuongthanhhoagovvn-1723523043
tinhhai.thixanghison.thanhhoa.gov.vn,"UBND phường Tĩnh Hải Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tinhhaithixanghisonthanhhoagovvn-1723522732
tongbat.bavi.hanoi.gov.vn,"UBND Xã Tòng Bạt - Huyện Ba Vì, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tongbatbavihanoigovvn-1731049247
tramlong-unghoa.thudo.gov.vn,"UBND Xã Trầm Lộng, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tramlong-unghoathudogovvn-1734401590
trauquy.gialam.hanoi.gov.vn,"UBND Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trauquygialamhanoigovvn-1731049378
trieuloc.hauloc.thanhhoa.gov.vn,"UBND xã Triệu Lộc, Huyện Hậu Lộc, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trieulochaulocthanhhoagovvn-1724210277
truclam.thixanghison.thanhhoa.gov.vn,"UBND phường Trúc Lâm Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truclamthixanghisonthanhhoagovvn-1723522767
trungmau.gialam.hanoi.gov.vn,"UBND xã Trung Mầu, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungmaugialamhanoigovvn-1731050811
trungtamytetpkontum.vn,Trung tâm Y tế thành phố Kon Tum,Tổ chức nhà nước,09/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytetpkontumvn-1728355356
trungtamytevinhthanh.vn,Trung tâm Y tế huyện Vĩnh Thạnh,Cơ quan nhà nước,16/07/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungtamytevinhthanhvn-1684220970
trungthanh.nongcong.thanhhoa.gov.vn,"UBND xã Trung Thành Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/trungthanhnongcongthanhhoagovvn-1723524771
truonggiang.nongcong.thanhhoa.gov.vn,"UBND xã Trường Giang Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truonggiangnongcongthanhhoagovvn-1723531676
truonglam.thixanghison.thanhhoa.gov.vn,"UBND xã Trường Lâm Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truonglamthixanghisonthanhhoagovvn-1723522475
truongminh.nongcong.thanhhoa.gov.vn,"UBND xã Trường Minh Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truongminhnongcongthanhhoagovvn-1723531708
truongson.nongcong.thanhhoa.gov.vn,"UBND xã Trường Sơn Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truongsonnongcongthanhhoagovvn-1723531923
truongthinh-unghoa.thudo.gov.vn,"UBND Xã Trường Thịnh, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truongthinh-unghoathudogovvn-1734401052
truongtrung.nongcong.thanhhoa.gov.vn,"UBND xã Trường Trung Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/truongtrungnongcongthanhhoagovvn-1723531955
ttyenvien.gialam.hanoi.gov.vn,"UBND Thị trấn Yên Viên, Huyện Gia Lâm, Thành phố Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttyenviengialamhanoigovvn-1731049403
ttytnhuxuan.org.vn,Trung tâm y tế huyện Như Xuân tỉnh Thanh Hóa,Tổ chức nhà nước,17/10/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/ttytnhuxuanorgvn-1729133444
tunglam.thixanghison.thanhhoa.gov.vn,"UBND xã Tùng Lâm Thị xã Nghi Sơn, tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tunglamthixanghisonthanhhoagovvn-1723522109
tuonglinh.nongcong.thanhhoa.gov.vn,"UBND xã Tượng Lĩnh Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuonglinhnongcongthanhhoagovvn-1723531988
tuongson.nongcong.thanhhoa.gov.vn,"UBND xã Tượng Sơn Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuongsonnongcongthanhhoagovvn-1723532019
tuongvan.nongcong.thanhhoa.gov.vn,"UBND xã Tượng Văn Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuongvannongcongthanhhoagovvn-1723532053
tuyetnghia-quocoai.thudo.gov.vn,"UBND xã Tuyết Nghĩa, huyện Quốc Oai, Hà Nội",Tổ chức nhà nước,22/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/tuyetnghia-quocoaithudogovvn-1732084976
vandinh-unghoa.thudo.gov.vn,"UBND Thị trấn Vân Đình, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vandinh-unghoathudogovvn-1734402192
vanduc.gialam.hanoi.gov.vn,"UBND xã Văn Đức, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vanducgialamhanoigovvn-1731049727
vanhoa.nongcong.thanhhoa.gov.vn,"UBND xã Vạn Hòa Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vanhoanongcongthanhhoagovvn-1723531502
vannho.bathuoc.thanhhoa.gov.vn,"UBND Xã Văn Nho, Huyện Bá Thước, tỉnh Thanh Hóa",Tổ chức nhà nước,21/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vannhobathuocthanhhoagovvn-1724148697
vanthai-unghoa.thudo.gov.vn,"UBND Xã Vạn Thái, Hà Nội",Tổ chức nhà nước,17/12/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vanthai-unghoathudogovvn-1734401201
vanthang.nongcong.thanhhoa.gov.vn,"UBND xã Vạn Thắng Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vanthangnongcongthanhhoagovvn-1723531536
vanthien.nongcong.thanhhoa.gov.vn,"UBND xã Vạn Thiện Huyện Nông Cống, Tỉnh Thanh Hóa",Tổ chức nhà nước,13/08/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vanthiennongcongthanhhoagovvn-1723531469
vpcp.gov.vn,Văn phòng Chính phủ,Tổ chức nhà nước,Đã xác thực chính thức,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/vpcp.gov.vn
xayenvien.gialam.hanoi.gov.vn,"UBND xã Yên Viên, Gia Lâm, Hà Nội",Tổ chức nhà nước,11/11/2024,Chứng nhận cơ bản,https://tinnhiemmang.vn/danh-ba-tin-nhiem/xayenviengialamhanoigovvn-1731050404
